caswgt,volgnr1y,buurty,huisnry,lftmy,gebplmy,bersmy,berpmy,aboeky,relimy,bsmy,lftvy,relivy,gebplvy,nrkindy,nrbodey,nrhgy,relhfdy,grondbly,pbly,patbly,jrhu1y,bervamy,bervavy,bermhuy,bergt1y,relgt1y,bergt2y,relgt2y,bergt3y,relgt3y,bergt4y,relgt4y,hulftmy,hulftvy,volgnr2y,bsvy,gebplv1y,jrhu2y,bervam2y,bervav2y,bermhu2y,bergt12y,relgt12y,bergt22y,relgt22y,bergt32y,relgt32y,bergt42y,relgt42y,hulftm2y,hulftv2y,bsv2y,gebplv2y,jrhu3y,bervam3y,bervav3y,bermhu3y,bergt13y,relgt13y,bergt23y,relgt23y,bergt33y,relgt33y,bergt43y,relgt43y,hulftm3y,hulftv3y,bsv3y,gebplv3y,tot3bly,grblgy,pblgy,patblgy,omvhhy,berpm00y,berpm0y,totbly,lftklasy
1,111001,Y,141,45,Amsterdam,324,hoogleraar,als in bev.register,Doopsgezind,weduwnaar,-1,-1,-1,2,3,0,-1,0,172,0,1847,vader overleden,assuradeurs,hoogleraar,"bankiers, kassiers",broer/zwager man,koopman,broer/zwager man,commissionair,broer/zwager vrouw,ambtenaar,oom/neef vrouw,38,22,111002,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,172,1,5,1,6,4,42,2,4
1,111051,SS,243,63,ov. Z-Holland,360,zonder,zonder beroep,Nederlands Hervormd,gehuwd,59,Rooms Katholiek,Amsterdam,1,1,0,-1,123,54,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111052,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,177,5,4,1,4,5,54,2,6
1,111101,BB,7,28,Amsterdam,360,zonder,zonder beroep,Waals Hervormd,gehuwd,20,Evangelisch Luthers,ov. buitenland,0,2,0,-1,0,252,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,290,1,6,3,4,5,54,3,2
1,111151,A,396,38,Amsterdam,TUSSENHANDEL,makelaar,als in bev.register,Rooms Katholiek,ongehuwd,-1,-1,-1,0,2,4,ander familielid,28,0,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,124,3,1,4,7,6,68,2,3
1,111201,YY,145,52,Amsterdam,WARENHANDEL,koopman,als in bev.register,Evangelisch Luthers,gehuwd,43,Gereformeerd,Amsterdam,5,1,1,ander familielid,91,28,42,1827,molenaar,makelaar,molenaar,molenaar,vader man,makelaar,vader vrouw,zonder,broer/zwager man,stadhuisambtenaar,stadhuisambtenaar,25,21,111202,ongehuwd,Amsterdam,1842,zonder,arts,molenaar,zonder,vader man,arts,vader vrouw,arts,5,zonder,broer/zwager man,40,31,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,161,4,3,3,9,6,61,2,5
1,111251,W,45,44,Amsterdam,360,zonder,geen,Nederlands Hervormd,gehuwd,43,Nederlands Hervormd,Amsterdam,2,0,0,-1,220,0,0,1832,vader overleden,koopman,ambtenaar,koopman,vader vrouw,240,geen familie,winkelier,geen familie,240,geen familie,23,22,111252,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,220,5,1,1,4,5,54,3,4
1,111301,W,341,46,Amsterdam,WARENHANDEL,winkelier,geen,Ned. Israelitisch,gehuwd,44,Ned. Israelitisch,Amsterdam,1,1,3,ander familielid,225,42,19,1827,vader overleden,693,693,693,vader vrouw,artistiek beroep,broer/zwager vrouw,zonder,geen familie,zonder,broer/zwager man,20,18,111302,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,286,5,3,2,7,2,22,3,4
1,111351,RR,169,30,Amsterdam,WARENHANDEL,koopman,als in bev.register,Nederlands Hervormd,gehuwd,32,Nederlands Hervormd,Amsterdam,4,2,0,-1,0,100,244,1845,grondeigenaar,rentenier,koopman,rentenier,geen familie,ambtenaar,geen familie,koopman,broer/zwager vrouw,apotheker,broer/zwager vrouw,21,23,111352,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,344,1,5,5,8,6,61,3,3
1,111401,U,85,29,Amsterdam,VERKEERSWEZEN,cargadoors,als in bev.register,Rooms Katholiek,gehuwd,25,Rooms Katholiek,Amsterdam,1,3,0,-1,0,98,108,1852,koopman,vader overleden,cargadoors,fabrikanten,broer/zwager man,zonder,broer/zwager man,makelaar,broer/zwager vrouw,fabrikanten,oom/neef vrouw,27,24,111402,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,206,1,4,5,6,1,14,3,2
1,111451,MM,87,49,Amsterdam,WARENHANDEL,winkelier,als in bev.register,Rooms Katholiek,gehuwd,57,Rooms Katholiek,ov. N-Brabant,5,0,0,-1,30,50,32,1824,winkelier,molenaar,winkelier,winkelier,vader man,molenaar,vader vrouw,ambachtsman,geen familie,timmerman,geen familie,20,23,111452,ongehuwd,Amsterdam,1841,zonder,vader overleden,winkelier,zonder,vader man,ambachtsman,geen familie,ambachtsman,7,timmerman,geen familie,37,45,weduwe,ov. N-Brabant,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,112,3,4,3,7,2,22,2,4
1,111501,Z,391,34,ov. N-Holl. steden,BOUWBEDRIJVEN,timmerman,als in bev.register,Rooms Katholiek,gehuwd,35,Rooms Katholiek,Z-Holl. steden,4,1,0,-1,0,54,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111502,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,145,1,4,4,7,2,21,2,3
1,111551,LL,261,57,ov. Z-Holland,WARENHANDEL,directeur,als in bev.register,Nederlands Hervormd,gehuwd,61,Nederlands Hervormd,ov. Z-Holland,3,2,0,-1,0,191,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111552,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,191,1,5,1,7,1,11,2,5
1,111601,CC,61,58,Amsterdam,243,factor,geen,Nederlands Hervormd,gehuwd,55,Nederlands Hervormd,Amsterdam,4,0,0,-1,43,87,52,1821,werklieden,winkelier,werklieden,werklieden,vader man,zonder,geen familie,stadhuisambtenaar,stadhuisambtenaar,stadhuisambtenaar,stadhuisambtenaar,25,23,111602,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,182,3,4,4,6,6,69,2,5
1,111651,AA,20,54,Amsterdam,TUSSENHANDEL,commissionair,als in bev.register,Waals Hervormd,gehuwd,50,Nederlands Hervormd,Z-Holl. steden,10,3,0,-1,0,316,324,1830,koopman,vader overleden,koopman,koopman,vader man,koopman,broer/zwager man,hoogleraar,geen familie,arts,broer/zwager vrouw,31,27,111652,ongehuwd,Z-Holl. steden,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,640,1,6,6,15,6,65,4,5
1,111701,LL,297,48,Amsterdam,251,arts,als in bev.register,Nederlands Hervormd,gehuwd,38,Nederlands Hervormd,Amsterdam,9,2,0,-1,114,122,38,1835,vader overleden,vader overleden,arts,kantoorbediende,geen familie,arts,geen familie,zonder,geen familie,zonder,geen familie,30,20,111702,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,274,5,5,3,13,2,23,3,4
1,111751,X,663,49,Gelderland steden,WARENHANDEL,tabakskoopman,als in bev.register,Nederlands Hervormd,gehuwd,42,Nederlands Hervormd,Amsterdam,3,1,0,-1,0,77,87,1835,rechter,ambtenaar,koopman,rechter,vader man,ambtenaar,vader vrouw,zonder,broer/zwager vrouw,zonder,broer/zwager man,30,23,111752,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,164,1,4,4,6,6,61,2,4
1,111801,T,469,39,Belgie,SCHEEPSBOUW,ambachtsman,als in bev.register,Hersteld Luthers,gehuwd,36,Hersteld Luthers,Amsterdam,2,1,1,ouder,319,47,79,1845,vader overleden,vader overleden,ambachtsman,zonder,broer/zwager vrouw,zonder,oom/neef man,zonder,broer/zwager man,assuradeurs,geen familie,30,27,111802,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,445,6,3,4,6,2,21,3,3
1,111851,K,381,41,Amsterdam,VERKEERSWEZEN,240,geen,Evangelisch Luthers,weduwnaar,-1,-1,-1,0,1,1,ouder,135,54,177,1839,bakker,vader overleden,zonder,schipper,broer/zwager vrouw,ambtenaar,geen familie,ambachtsman,geen familie,ambachtsman,geen familie,26,22,111852,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,366,5,4,5,3,2,24,3,4
1,111901,SS,15,50,Amsterdam,HOUTBEW,ambachtsman,geen,Nederlands Hervormd,gehuwd,52,Nederlands Hervormd,Amsterdam,0,0,1,geen familie,108,34,0,1828,onderwijzer,vader overleden,uitdrager,ambachtsman,geen familie,240,geen familie,werklieden,geen familie,ambachtsman,geen familie,24,26,111902,weduwe,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,142,5,3,1,3,2,21,2,5
1,111951,U,329,41,ov. N-Holland,VERKEERSWEZEN,240,als in bev.register,Rooms Katholiek,gehuwd,37,Rooms Katholiek,West-Duitsland,4,0,1,geen familie,0,41,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,128,1,3,4,7,2,24,2,4
1,112001,C,4,38,Amsterdam,VOEDINGS EN GENOTMID,slager,als in bev.register,Hersteld Luthers,gehuwd,34,Hersteld Luthers,Amsterdam,0,4,0,-1,78,48,19,1847,vader overleden,stalhouder,slager,zonder,geen familie,zonder,geen familie,huispersoneel,geen familie,slager,geen familie,31,29,112002,ongehuwd,Amsterdam,1850,vader overleden,vader overleden,slager,stalhouder,broer/zwager vrouw,zonder,geen familie,zonder,7,ambachtsman,geen familie,34,30,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,145,4,3,2,6,2,21,2,3
1,112051,L,498,79,ov. Overijssel,360,zonder,zonder beroep,Rooms Katholiek,gehuwd,34,Rooms Katholiek,Amsterdam,2,1,0,-1,347,59,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,112052,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,406,6,4,1,5,5,54,3,7
1,112101,KK,250,55,ov. N-Holl. steden,TUSSENHANDEL,comm. in effecten,als in bev.register,Waals Hervormd,gehuwd,53,Waals Hervormd,Z-Holl. steden,5,2,0,-1,152,275,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,112102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,546,5,6,5,9,6,65,4,5
1,112151,PP,253,45,Amsterdam,VOEDINGS EN GENOTMID,molenaar,als in bev.register,Nederlands Hervormd,ongehuwd,-1,-1,-1,0,0,0,-1,187,44,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,112152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,273,5,3,3,1,2,25,3,4
1,112201,Z,814,38,Amsterdam,VERKEERSWEZEN,240,als in bev.register,Nederlands Hervormd,gehuwd,41,Nederlands Hervormd,Amsterdam,4,3,0,-1,64,102,83,1837,vader overleden,vader overleden,ambachtsman,zonder,oom/neef vrouw,drogist,geen familie,ambachtsman,geen familie,bakker,geen familie,21,24,112202,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,249,4,5,4,9,2,24,3,3
1,112251,F,86,63,ov. N-Brabant,WARENHANDEL,koopman,als in bev.register,Nederlands Hervormd,gehuwd,63,Nederlands Hervormd,ov. N-Brabant,0,2,0,-1,206,9,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,112252,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,219,5,2,2,4,6,61,3,6
1,112301,T,770,50,Amsterdam,WARENHANDEL,koopman,als in bev.register,Nederlands Hervormd,gehuwd,51,Nederlands Hervormd,Amsterdam,5,0,0,-1,90,36,58,1825,ambachtsman,drogist,koopman,ambachtsman,vader man,drogist,vader vrouw,onderwijzer,geen familie,geemployeerde,geen familie,22,22,112302,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,184,4,3,4,7,6,61,2,5
1,112351,G,441,43,Amsterdam,WARENHANDEL,winkelier,als in bev.register,Rooms Katholiek,weduwnaar,-1,-1,-1,0,1,0,-1,101,44,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,112352,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,160,5,3,2,2,2,22,2,4
1,112401,X,448,61,Amsterdam,360,grondeigenaar,zonder beroep,Doopsgezind,weduwnaar,-1,-1,-1,0,6,0,-1,78,292,0,1827,rentenier,vader overleden,koopman,rentenier,vader man,ambtenaar,broer/zwager man,koopman,broer/zwager vrouw,militair,broer/zwager vrouw,35,34,112402,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,370,4,6,1,7,5,52,3,6
1,112451,KK,561,47,Amsterdam,340,predikant,als in bev.register,Nederlands Hervormd,weduwnaar,-1,-1,-1,3,2,0,-1,0,155,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,112452,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,155,1,5,1,6,4,44,2,4
1,112501,E,134,46,Amsterdam,TUSSENHANDEL,makelaar,als in bev.register,Evangelisch Luthers,ongehuwd,-1,-1,-1,0,0,2,ander familielid,0,0,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,112502,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,119,1,1,5,3,6,68,2,4
1,112551,SS,37,35,Amsterdam,WARENHANDEL,koopman,als in bev.register,Rooms Katholiek,ongehuwd,-1,-1,-1,0,2,9,ander familielid,401,240,256,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,112552,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,897,6,5,6,12,6,61,4,3
1,112601,D,106,41,Amsterdam,HOUTBEW,ambachtsman,als in bev.register,Nederlands Hervormd,gehuwd,34,Nederlands Hervormd,ov. Gelderland,4,1,0,-1,140,89,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,112602,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,287,5,4,4,7,2,21,3,4
1,112651,Z,804,59,Amsterdam,360,zonder,geen,Nederlands Hervormd,gehuwd,50,Evangelisch Luthers,Amsterdam,0,2,0,-1,0,119,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,112652,-1,-1,1851,vader overleden,vader overleden,ambtenaar,makelaar,oom/neef vrouw,koopman,broer/zwager vrouw,zonder,7,zonder,geen familie,56,50,weduwe,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,119,1,5,1,4,5,54,2,5
1,112701,S,235,68,Amsterdam,360,zonder,geen,Ned. Israelitisch,gehuwd,68,Ned. Israelitisch,Amsterdam,1,0,4,ander familielid,108,13,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,112702,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121,5,2,1,7,5,54,2,6
1,112751,GG,402,39,Amsterdam,LEERBEW,ambachtsman,als in bev.register,Nederlands Hervormd,gehuwd,37,Nederlands Hervormd,Amsterdam,0,1,0,-1,0,54,64,1837,vader overleden,ambachtsman,ambachtsman,ambachtsman,vader vrouw,ambachtsman,geen familie,winkelier,geen familie,winkelier,geen familie,23,21,112752,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,118,1,4,4,3,2,21,2,3
1,112801,E,22,59,ov. N-Holland,VERKEERSWEZEN,240,als in bev.register,Nederlands Hervormd,gehuwd,57,Nederlands Hervormd,Amsterdam,4,3,2,ander familielid,358,168,113,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,112802,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,639,6,5,5,11,2,24,4,5
1,112851,Y,298,48,Amsterdam,151,ambachtsman,als in bev.register,Nederlands Hervormd,gehuwd,38,Nederlands Hervormd,Amsterdam,2,2,1,ander familielid,52,58,29,1841,zonder,vader overleden,ambachtsman,zonder,vader man,drogist,broer/zwager vrouw,koopman,oom/neef vrouw,zonder,geen familie,36,26,112852,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,4,4,3,7,2,21,2,4
1,112901,YY,132,40,Amsterdam,WARENHANDEL,koopman,als in bev.register,Gereformeerd,gehuwd,41,Gereformeerd,Amsterdam,3,1,0,-1,97,57,78,1838,vader overleden,koopman,koopman,zonder,broer/zwager vrouw,winkelier,oom/neef man,apotheker,geen familie,makelaar,geen familie,24,19,112902,ongehuwd,Amsterdam,1850,vader overleden,vader overleden,koopman,winkelier,oom/neef man,cargadoors,oom/neef vrouw,koopman,6,commissionair,broer/zwager man,37,38,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,232,4,4,4,6,6,61,3,4
1,113001,LL,262,32,Amsterdam,TUSSENHANDEL,makelaar,als in bev.register,Nederlands Hervormd,gehuwd,25,Nederlands Hervormd,Amsterdam,1,2,0,-1,0,168,87,1849,makelaar,vader overleden,zonder,zeeman,broer/zwager vrouw,zonder,oom/neef vrouw,assuradeurs,broer/zwager man,zonder,oom/neef man,28,21,113002,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,255,1,5,4,5,6,68,3,3
1,113051,N,72,52,overig Utrecht,WARENHANDEL,tabakskoopman,als in bev.register,Gereformeerd,gehuwd,44,Gereformeerd,Amsterdam,0,1,0,-1,218,49,79,1826,zonder,vader overleden,koopman,zonder,vader man,ambtenaar,broer/zwager man,makelaar,oom/neef vrouw,commissionair,oom/neef vrouw,25,17,113052,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,346,5,3,4,3,6,61,3,5
1,113101,AA,519,54,Amsterdam,TUSSENHANDEL,makelaar,als in bev.register,Nederlands Hervormd,weduwnaar,-1,-1,-1,0,1,1,ander familielid,214,73,29,1825,timmerman,vader overleden,kantoorbediende,timmerman,vader man,ambtenaar,geen familie,stadhuisambtenaar,stadhuisambtenaar,stadhuisambtenaar,stadhuisambtenaar,26,32,113102,ongehuwd,Z-Holl. steden,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,316,5,4,3,3,6,68,3,5
1,113151,B,92,31,Belgie,WARENHANDEL,winkelier,zonder beroep,Ned. Israelitisch,ongehuwd,-1,-1,-1,0,3,0,-1,0,114,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,113152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,1,5,4,4,2,22,3,3
1,113201,KK,257,30,Amsterdam,WARENHANDEL,koopman,als in bev.register,Doopsgezind,gehuwd,28,Nederlands Hervormd,Amsterdam,2,2,0,-1,94,406,676,1850,vader overleden,advocaat,koopman,advocaat,broer/zwager vrouw,lid Staten-Generaal,oom/neef vrouw,zonder,oom/neef man,ambtenaar,geen familie,27,25,113202,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1176,4,6,6,6,6,61,5,3
1,113251,KK,277,36,ov. Gelderland,VOEDINGS EN GENOTMID,bakker,als in bev.register,Gereformeerd,gehuwd,30,Hersteld Luthers,Amsterdam,4,2,0,-1,68,34,26,1844,vader overleden,vader overleden,bakker,ambachtsman,oom/neef vrouw,koopman,oom/neef vrouw,koopman,oom/neef man,zonder,geen familie,26,20,113252,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,128,4,3,3,8,2,21,2,3
1,113301,J,361,33,Amsterdam,VOEDINGS EN GENOTMID,slager,als in bev.register,Hersteld Luthers,gehuwd,34,Hersteld Luthers,ov. Limburg,3,4,0,-1,54,38,64,1846,vader overleden,vader overleden,slager,ambachtsman,oom/neef man,bakker,oom/neef man,bakker,geen familie,werklieden,geen familie,25,24,113302,ongehuwd,ov. Limburg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,156,4,3,4,9,2,21,2,3
1,113351,L,1,35,Amsterdam,VERKEERSWEZEN,convooiloper,als in bev.register,Nederlands Hervormd,gehuwd,26,Nederlands Hervormd,Overijssel steden,2,1,0,-1,0,92,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,113352,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,189,1,4,4,5,6,69,2,3
1,113401,KK,254,55,Amsterdam,WARENHANDEL,koopman,als in bev.register,Nederlands Hervormd,gehuwd,54,Nederlands Hervormd,N-Brabant steden,4,1,0,-1,270,171,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,113402,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,560,6,5,5,7,6,61,4,5
